total_reward,episode_length,q_vals
-0.058599999999999985,2572,0
-0.07479999999999981,1174,0
-0.09900000000000007,1403,0
-0.031099999999999767,1231,0
0.9506000000000001,1587,0
0.2777000000000004,1949,0
-0.06899999999999995,990,0
-0.094,956,0
-0.17570000000000008,1152,0
-0.10910000000000009,1013,0
0.20580000000000018,1494,0
-0.09730000000000014,1260,0
-0.0544999999999998,1323,0
-0.08899999999999991,999,0
0.2180000000000005,1886,0
0.8406000000000007,1864,0
1.1952000000000016,2535,0
1.1512000000000013,2362,0
-0.09110000000000004,998,0
-0.15600000000000008,959,0
0.2545000000000006,2224,0
0.1697000000000002,2186,0
-0.15400000000000008,995,0
0.18280000000000016,1470,0
-0.049799999999999844,1150,0
0.2533000000000006,2001,0
0.19080000000000022,1227,0
-0.09660000000000013,1554,0
-0.16290000000000004,1421,0
0.2536000000000005,1992,0
-0.19590000000000002,983,0
-0.034799999999999665,1376,0
0.20760000000000065,2172,0
-0.13500000000000012,961,0
1.8616999999999975,3845,0
-0.028999999999999887,961,0
-0.1530000000000001,961,0
0.21200000000000027,990,0
0.23600000000000051,1861,0
0.1824000000000003,1350,0
0.3133000000000009,2759,0
0.21800000000000044,2109,0
-0.06709999999999997,990,0
-0.09399999999999994,989,0
-0.0711,986,0
1.2150000000000012,2435,0
0.28040000000000054,2029,0
-0.04539999999999955,1767,0
0.25810000000000066,2082,0
0.21020000000000014,1179,0
1.2381000000000015,2341,0
0.8803000000000005,1933,0
0.20540000000000022,1334,0
2.1021999999999945,3871,0
1.193100000000002,2656,0
0.27130000000000076,2448,0
-0.11250000000000013,1082,0
-0.08799999999999997,990,0
0.22200000000000045,2536,0
0.23790000000000053,1913,0
0.19600000000000037,1849,0
0.2785000000000005,1803,0
-0.11850000000000009,1095,0
0.2140000000000006,2089,0
-0.1751000000000001,1039,0
-0.17000000000000007,961,0
-0.11400000000000012,961,0
3.7798999999999943,4566,0
-0.060499999999999776,1547,0
-0.09100000000000003,1005,0
-0.09010000000000001,1021,0
0.9056000000000006,1830,0
-0.04899999999999993,962,0
0.9427000000000008,1801,0
-0.1524000000000001,1053,0
0.1858000000000001,1478,0
-0.15100000000000008,956,0
0.9432000000000005,1731,0
0.26920000000000055,2303,0
-0.1081000000000001,999,0
-0.14800000000000008,990,0
0.8893,1650,0
-0.09730000000000008,1281,0
-0.05549999999999983,1509,0
-0.1280000000000001,964,0
-0.03759999999999983,1577,0
-0.03109999999999974,1217,0
0.21910000000000038,1644,0
1.1910000000000012,2426,0
-0.09719999999999995,1242,0
1.2585000000000015,2527,0
0.32890000000000097,2359,0
-0.1365000000000001,1340,0
-0.0355999999999998,1115,0
0.8886000000000001,1578,0
0.9412000000000005,1927,0
1.1768000000000014,2485,0
-0.07670000000000005,1166,0
0.2199000000000003,1916,0
2.0988999999999955,3802,0
-0.08980000000000005,1177,0
-0.13250000000000012,1105,0
-0.10800000000000008,963,0
-0.15110000000000007,1020,0
0.1775000000000003,1972,0
-0.09550000000000006,1318,0
0.8817000000000006,1865,0
1.2821000000000016,2399,0
1.192500000000002,2684,0
-0.19010000000000005,1016,0
0.8086,1620,0
0.8468000000000004,1781,0
-0.1720000000000001,963,0
0.330400000000001,2704,0
-0.1280000000000001,961,0
0.24970000000000062,2210,0
-0.15310000000000007,990,0
-0.1670000000000001,993,0
0.1701000000000001,2061,0
-0.09130000000000008,1278,0
-0.0701,969,0
-0.11000000000000007,961,0
-0.05809999999999996,1699,0
-0.15420000000000011,1453,0
-0.07060000000000002,1136,0
1.3118000000000025,3345,0
-0.15400000000000008,974,0
0.1771000000000002,2042,0
-0.05519999999999986,1474,0
0.1903000000000001,1111,0
0.9117000000000004,1812,0
0.27930000000000055,2236,0
0.18830000000000022,1340,0
-0.17640000000000003,1108,0
0.2873000000000008,2685,0
1.827799999999996,3612,0
-0.0509,1170,0
0.9093000000000022,2764,0
0.9089000000000003,1751,0
-0.1720000000000001,959,0
-0.09619999999999991,1727,0
-0.15250000000000005,1091,0
-0.19300000000000003,990,0
-0.07,962,0
1.2376000000000016,2536,0
-0.13300000000000006,991,0
-0.06190000000000001,2043,0
0.19820000000000051,2256,0
2.0252999999999965,4436,0
1.189400000000002,2770,0
-0.045999999999999985,1885,0
1.7956999999999999,3445,0
1.1736000000000002,1604,0
-0.10950000000000011,1095,0
-0.11070000000000016,2213,0
-0.06639999999999976,1099,0
-0.19270000000000004,1107,0
-0.13930000000000015,1287,0
-0.09110000000000004,988,0
-0.1539000000000001,984,0
-0.11400000000000009,990,0
-0.11290000000000008,954,0
-0.14960000000000012,1105,0
-0.17350000000000002,1130,0
-0.05689999999999995,1202,0
-0.0698999999999998,2046,0
0.9677000000000007,1743,0
0.8677000000000004,1743,0
0.8711,1711,0
1.9659999999999977,3407,0
-0.13090000000000013,984,0
-0.07149999999999995,1084,0
-0.09030000000000002,1282,0
-0.0928999999999999,955,0
-0.1509000000000001,985,0
-0.19479999999999997,1377,0
-0.05919999999999989,1507,0
-0.1551000000000001,961,0
0.8693000000000002,1852,0
0.8846,1594,0
-0.13310000000000013,1450,0
-0.04999999999999971,2126,0
-0.15200000000000008,966,0
2.208199999999999,3103,0
