total_reward,episode_length,q_vals
-0.11000000000000008,2102,0
1.1899000000000015,2637,0
0.31650000000000056,2227,0
0.9063000000000003,1683,0
0.23340000000000063,2001,0
0.31390000000000096,3243,0
0.9096000000000002,1574,0
-0.08799999999999997,961,0
-0.13540000000000013,1095,0
-0.1141000000000001,1000,0
-0.07630000000000003,1278,0
-0.11430000000000012,1225,0
-0.17600000000000007,960,0
-0.0862,1721,0
0.9677000000000013,3550,0
-0.03699999999999973,1400,0
-0.07269999999999988,1117,0
-0.09250000000000003,1093,0
1.1618000000000006,2031,0
2.003299999999996,3740,0
-0.09099999999999991,961,0
-0.15510000000000007,992,0
0.7688000000000009,2591,0
1.2942000000000022,2790,0
0.8840000000000003,1771,0
-0.03329999999999997,1267,0
0.7560000000000012,3194,0
2.0065999999999966,3503,0
-0.058300000000000046,1277,0
-0.0767000000000001,1356,0
1.9791999999999963,3630,0
0.18380000000000016,1253,0
-0.1300000000000001,990,0
-0.04159999999999958,1774,0
-0.07459999999999986,1111,0
0.1900000000000002,986,0
2.0638999999999954,3946,0
-0.1326000000000001,1109,0
-0.11440000000000015,1291,0
-0.039499999999999647,1351,0
-0.09520000000000005,1253,0
-0.04730000000000001,1951,0
-0.1360000000000001,990,0
0.18140000000000014,1357,0
-0.15660000000000013,1325,0
-0.09410000000000002,1237,0
-0.07529999999999998,1290,0
-0.1331000000000001,965,0
-0.092,1005,0
-0.056699999999999834,1381,0
0.21010000000000037,2299,0
0.32900000000000085,2567,0
-0.05179999999999993,1161,0
1.176000000000001,2375,0
-0.07649999999999998,1330,0
0.9037000000000004,1793,0
-0.12710000000000007,990,0
-0.051499999999999935,1086,0
0.24800000000000075,2538,0
0.2597000000000004,1964,0
-0.13300000000000012,962,0
-0.1551000000000001,985,0
1.2580000000000016,2391,0
-0.03349999999999986,1298,0
1.2107000000000023,2936,0
-0.035599999999999826,1558,0
0.18100000000000008,1856,0
-0.07609999999999989,1237,0
-0.06899999999999995,978,0
-0.11500000000000003,961,0
-0.08920000000000003,1038,0
0.21390000000000028,2142,0
-0.041699999999999654,1604,0
-0.1124000000000001,1101,0
-0.08419999999999991,1888,0
0.1994000000000001,2027,0
1.9671999999999976,3261,0
2.1885000000000026,4105,0
0.8836000000000006,1838,0
0.9313000000000002,1701,0
-0.1270000000000001,961,0
-0.15400000000000008,961,0
0.2332000000000007,2271,0
0.18780000000000016,1482,0
2.086899999999995,4091,0
0.3003000000000007,2085,0
-0.054399999999999726,1283,0
-0.05969999999999989,1604,0
0.17830000000000043,1791,0
1.9032999999999982,3368,0
-0.09710000000000014,1437,0
-0.03369999999999987,1388,0
0.24540000000000037,2652,0
-0.05009999999999992,990,0
-0.05169999999999986,1160,0
-0.03239999999999993,1324,0
-0.14430000000000004,1517,0
-0.06899999999999992,992,0
-0.10940000000000008,1080,0
-0.09590000000000003,1642,0
0.9484000000000004,1918,0
-0.13140000000000007,1069,0
-0.07379999999999998,1375,0
0.8841000000000008,1947,0
-0.0928,1148,0
0.2749000000000007,2141,0
-0.07349999999999987,1317,0
-0.13350000000000012,1088,0
-0.038599999999999995,1794,0
-0.13590000000000005,1181,0
1.9107999999999994,3259,0
-0.16940000000000008,1053,0
-0.0719999999999999,1192,0
-0.08859999999999998,2033,0
-0.12950000000000006,1089,0
1.9294999999999989,3150,0
-0.1514000000000001,1104,0
-0.1521000000000001,963,0
-0.04499999999999979,2093,0
-0.03199999999999972,1187,0
-0.1090000000000001,994,0
0.3153000000000007,2293,0
1.9056999999999988,3251,0
-0.2161,1012,0
-0.17010000000000003,987,0
-0.06860000000000002,1367,0
-0.1326000000000001,1138,0
-0.09,1460,0
0.32680000000000076,2830,0
0.25620000000000054,2266,0
0.9008000000000005,1713,0
-0.08560000000000012,1986,0
0.8679000000000001,1729,0
0.18430000000000005,1371,0
-0.15490000000000007,1187,0
-0.1690000000000001,961,0
-0.060699999999999865,1831,0
-0.13270000000000012,1168,0
-0.10600000000000008,961,0
0.17440000000000008,2473,0
