total_reward,episode_length,q_vals
0.18380000000000016,2494,0
0.2892000000000008,2479,0
0.8922000000000017,2302,0
1.7794000000000016,3980,0
-0.0731999999999999,1238,0
1.1667000000000005,1814,0
1.1834000000000007,2114,0
-0.03359999999999977,1357,0
0.2899000000000005,1428,0
-0.1710000000000001,961,0
0.9276000000000002,1597,0
0.279100000000001,2940,0
-0.04179999999999984,1586,0
-0.05750000000000005,1298,0
1.2193000000000014,2340,0
-0.05939999999999976,1539,0
0.1924000000000002,2208,0
2.0034999999999967,3522,0
-0.18250000000000002,1101,0
-0.05259999999999987,1148,0
0.9248000000000005,1816,0
-0.07929999999999995,1519,0
