total_reward,episode_length,q_vals
0.49299999999999977,3649,0
1.1860000000000062,5945,0
0.1129999999999999,2628,0
0.3719999999999999,3894,0
0.9080000000000024,5686,0
0.43499999999999983,2108,0
0.33599999999999985,3940,0
1.0560000000000007,5707,0
4.992999999999997,5210,0
2.6610000000000014,3770,0
1.7900000000000054,6348,0
0.29399999999999993,2471,0
2.1710000000000043,4628,0
0.29899999999999993,5624,0
1.2950000000000046,2711,0
1.7870000000000081,4968,0
3.6640000000000104,8460,0
1.495000000000004,5552,0
2.6420000000000012,4828,0
1.0960000000000008,6021,0
0.43999999999999984,2433,0
2.460000000000001,5829,0
3.2070000000000145,4949,0
2.3190000000000044,7458,0
0.3939999999999999,3420,0
1.2560000000000031,4914,0
3.36800000000001,8316,0
2.1950000000000074,5949,0
2.3870000000000005,4129,0
0.29899999999999993,5120,0
0.5629999999999998,1492,0
1.286000000000006,3764,0
0.4049999999999998,5602,0
2.196000000000003,2520,0
2.8840000000000012,5778,0
2.7470000000000074,3360,0
2.5970000000000004,6588,0
0.31299999999999994,2576,0
0.5999999999999999,3759,0
2.3630000000000013,7217,0
1.0780000000000014,3885,0
