total_reward,episode_length,q_vals
0.15940000000000012,2881,0
-0.13740000000000008,1289,0
-0.13400000000000012,971,0
-0.08470000000000016,1782,0
0.17850000000000013,1777,0
-0.13300000000000006,960,0
-0.08930000000000007,1937,0
-0.11780000000000007,1179,0
-0.0796,1577,0
-0.16910000000000022,1913,0
-0.1372000000000001,1235,0
0.9030000000000007,1934,0
-0.05209999999999987,1204,0
2.001699999999997,3475,0
-0.13580000000000012,1150,0
1.1896000000000007,1783,0
-0.08800000000000002,990,0
2.0014999999999965,3507,0
-0.03729999999999975,1694,0
-0.1514000000000001,1096,0
-0.0694999999999997,2434,0
-0.17400000000000013,961,0
-0.07689999999999997,1393,0
-0.07109999999999997,1015,0
1.9853999999999983,4389,0
-0.13810000000000017,1455,0
2.0281999999999973,3389,0
-0.12900000000000006,961,0
1.9215999999999986,3374,0
-0.13780000000000014,1405,0
-0.15340000000000012,1077,0
-0.17760000000000012,1094,0
-0.11410000000000015,1220,0
-0.1316000000000001,1127,0
0.22750000000000067,2650,0
-0.06209999999999996,1457,0
0.870700000000002,2484,0
-0.17300000000000004,990,0
0.2710000000000007,3023,0
-0.17200000000000007,961,0
-0.17570000000000002,1117,0
-0.0687000000000001,2017,0
-0.1270000000000001,1649,0
0.2121000000000007,2553,0
0.23700000000000063,1867,0
0.28580000000000094,2380,0
-0.09210000000000002,987,0
-0.10420000000000015,1477,0
-0.07099999999999992,959,0
-0.048099999999999726,1704,0
-0.08859999999999948,2001,0
0.2746000000000004,2175,0
0.7581000000000009,2965,0
-0.15100000000000002,1001,0
-0.19399999999999998,961,0
-0.17300000000000001,961,0
-0.1142000000000001,1260,0
0.2166000000000002,1764,0
0.9331000000000014,2661,0
-0.1291000000000001,978,0
0.8037000000000007,1801,0
-0.21409999999999998,1003,0
-0.15400000000000005,967,0
-0.11860000000000016,1558,0
-0.1999,997,0
1.9221999999999981,5041,0
1.8699000000000052,4454,0
0.17160000000000017,1755,0
1.1547000000000018,2700,0
0.7734000000000004,1904,0
0.18700000000000025,3465,0
-0.16800000000000004,990,0
-0.1520000000000001,961,0
0.8245000000000002,1625,0
-0.1120000000000001,961,0
-0.11410000000000013,1241,0
-0.14080000000000015,1369,0
1.9003999999999983,6284,0
0.16950000000000057,2220,0
-0.12720000000000015,1683,0
0.2500000000000009,3229,0
0.9355000000000013,2292,0
-0.088,961,0
0.8866,1627,0
-0.09109999999999996,960,0
0.9256000000000004,1825,0
1.926299999999998,10113,0
-0.1669000000000001,1621,0
-0.047899999999999915,1835,0
-0.0862999999999998,1524,0
0.23600000000000107,2764,0
0.17080000000000028,1932,0
0.15320000000000036,1590,0
-0.07749999999999979,1330,0
0.17140000000000064,1795,0
-0.1570000000000001,974,0
-0.16000000000000014,999,0
0.18560000000000035,2198,0
0.22950000000000068,2184,0
0.18250000000000036,1315,0
-0.08850000000000008,1776,0
-0.050999999999999907,990,0
-0.04079999999999981,1400,0
0.1844000000000003,1126,0
0.15230000000000035,1821,0
-0.05529999999999985,1253,0
1.8605999999999987,4080,0
0.32720000000000093,2990,0
-0.07120000000000001,2357,0
1.9622999999999984,5661,0
0.15560000000000038,2392,0
0.8916,1574,0
0.17740000000000053,1995,0
-0.11230000000000012,1263,0
-0.09549999999999993,1091,0
0.1803,2962,0
0.8906000000000001,1625,0
-0.15460000000000015,1313,0
-0.1734000000000001,1070,0
-0.1521000000000001,961,0
-0.09,961,0
0.1813,2698,0
0.21389999999999995,2129,0
-0.0708,2304,0
-0.08809999999999985,962,0
-0.1714000000000001,1101,0
-0.08929999999999974,1945,0
0.22870000000000076,2624,0
0.8713000000000022,2540,0
0.8131000000000015,2157,0
-0.1364000000000001,1093,0
-0.10830000000000016,1494,0
-0.10780000000000019,1602,0
-0.0951999999999999,1221,0
-0.16470000000000012,1127,0
0.03589999999999952,3894,0
0.17449999999999996,3078,0
-0.12500000000000017,1447,0
-0.12440000000000018,1517,0
0.15130000000000052,2704,0
-0.1277000000000002,1792,0
-0.14550000000000016,1335,0
-0.1036000000000002,1792,0
-0.17750000000000013,1087,0
-0.10880000000000006,1832,0
-0.0862999999999998,1516,0
-0.08669999999999989,1588,0
1.2096,1590,0
-0.1311000000000001,965,0
-0.11690000000000011,990,0
0.9296000000000002,1540,0
-0.08089999999999975,1389,0
0.8953000000000013,2107,0
1.1659000000000026,3545,0
-0.13000000000000012,965,0
-0.16580000000000017,1399,0
-0.1351000000000001,1017,0
-0.1047000000000002,1828,0
-0.08799999999999983,1659,0
-0.08699999999999974,1634,0
0.19090000000000004,1691,0
-0.2002,984,0
0.18879999999999994,2182,0
-0.217,962,0
-0.1836,1369,0
1.8583999999999985,5131,0
1.8469999999999975,3492,0
-0.213,972,0
0.8437000000000001,1573,0
0.8037000000000001,1566,0
1.8804999999999985,3486,0
